-89.5,-179.5,1980,0.6142915
-89.5,-178.5,1980,0.6140852
-89.5,-177.5,1980,0.61385155
-89.5,-176.5,1980,0.61359054
-89.5,-175.5,1980,0.61330223
-89.5,-174.5,1980,0.6129866
-89.5,-173.5,1980,0.61264384
-89.5,-172.5,1980,0.6122739
-89.5,-171.5,1980,0.61187685
-89.5,-170.5,1980,0.61145294
-89.5,-169.5,1980,0.61100215
-89.5,-168.5,1980,0.61052465
-89.5,-167.5,1980,0.6100207
-89.5,-166.5,1980,0.60949033
-89.5,-165.5,1980,0.60893387
-89.5,-164.5,1980,0.6083514
-89.5,-163.5,1980,0.60774326
-89.5,-162.5,1980,0.60710967
-89.5,-161.5,1980,0.6064509
-89.5,-160.5,1980,0.6057672
-89.5,-159.5,1980,0.60505897
-89.5,-158.5,1980,0.6043265
-89.5,-157.5,1980,0.6035702
-89.5,-156.5,1980,0.6027904
-89.5,-155.5,1980,0.60198766
-89.5,-154.5,1980,0.60116225
-89.5,-153.5,1980,0.6003148
-89.5,-152.5,1980,0.5994458
-89.5,-151.5,1980,0.59855574
-89.5,-150.5,1980,0.59764534
-89.5,-149.5,1980,0.5967151
-89.5,-148.5,1980,0.5957658
-89.5,-147.5,1980,0.59479815
-89.5,-146.5,1980,0.59381294
-89.5,-145.5,1980,0.5928109
-89.5,-144.5,1980,0.5917931
-89.5,-143.5,1980,0.5907604
-89.5,-142.5,1980,0.5897139
-89.5,-141.5,1980,0.5886546
-89.5,-140.5,1980,0.5875838
-89.5,-139.5,1980,0.58650273
-89.5,-138.5,1980,0.58541286
-89.5,-137.5,1980,0.5843157
-89.5,-136.5,1980,0.5832128
-89.5,-135.5,1980,0.582106
-89.5,-134.5,1980,0.58099717
-89.5,-133.5,1980,0.5798884
-89.5,-132.5,1980,0.578782
-89.5,-131.5,1980,0.5776804
-89.5,-130.5,1980,0.5765862
-89.5,-129.5,1980,0.5755024
-89.5,-128.5,1980,0.5744321
-89.5,-127.5,1980,0.5733786
-89.5,-126.5,1980,0.5723457
-89.5,-125.5,1980,0.5713373
-89.5,-124.5,1980,0.5703576
-89.5,-123.5,1980,0.56941116
-89.5,-122.5,1980,0.56850255
-89.5,-121.5,1980,0.5676368
-89.5,-120.5,1980,0.5668128
-89.5,-119.5,1980,0.56599224
-89.5,-118.5,1980,0.56517667
-89.5,-117.5,1980,0.564412
-89.5,-116.5,1980,0.5636999
-89.5,-115.5,1980,0.5630352
-89.5,-114.5,1980,0.5624128
-89.5,-113.5,1980,0.56182796
-89.5,-112.5,1980,0.56127614
-89.5,-111.5,1980,0.56075317
-89.5,-110.5,1980,0.56025535
-89.5,-109.5,1980,0.5597791
-89.5,-108.5,1980,0.5593213
-89.5,-107.5,1980,0.55887896
-89.5,-106.5,1980,0.5584495
-89.5,-105.5,1980,0.55803055
-89.5,-104.5,1980,0.5576199
-89.5,-103.5,1980,0.55721575
-89.5,-102.5,1980,0.5568162
-89.5,-101.5,1980,0.55641973
-89.5,-100.5,1980,0.55602497
-89.5,-99.5,1980,0.55563056
-89.5,-98.5,1980,0.55523545
-89.5,-97.5,1980,0.5548385
-89.5,-96.5,1980,0.5544389
-89.5,-95.5,1980,0.55403584
-89.5,-94.5,1980,0.5536285
-89.5,-93.5,1980,0.55321634
-89.5,-92.5,1980,0.55279875
-89.5,-91.5,1980,0.55237514
-89.5,-90.5,1980,0.5519452
-89.5,-89.5,1980,0.55150855
-89.5,-88.5,1980,0.5510648
-89.5,-87.5,1980,0.55061364
-89.5,-86.5,1980,0.5501549
-89.5,-85.5,1980,0.5496884
-89.5,-84.5,1980,0.5492139
-89.5,-83.5,1980,0.5487313
-89.5,-82.5,1980,0.54824054
-89.5,-81.5,1980,0.5477416
-89.5,-80.5,1980,0.54723436
-89.5,-79.5,1980,0.5467189
-89.5,-78.5,1980,0.54619515
-89.5,-77.5,1980,0.54566324
-89.5,-76.5,1980,0.54512316
-89.5,-75.5,1980,0.54457504
-89.5,-74.5,1980,0.544019
-89.5,-73.5,1980,0.54345506
-89.5,-72.5,1980,0.5428835
-89.5,-71.5,1980,0.54230434
-89.5,-70.5,1980,0.5417178
