,Region,Time period,Glacier category - tw=tidewater (marine-terminating); ntw=non-tidewater (land-terminating); all=all glaciers,Mean elevation change rate (m yr-1),Mass change rate (Gt yr-1),Regional area observed at least once a year (%) (relevant only for yearly rates),Glacier area of RGI 6.0 (m²),Estimated time-varying RGI glacier area (m²),Longitude of region centroid,Latitude of region centroid,start_year,end_year,year,elevation_change_rate,mass_change_rate
441,"Greenland Periphery, West",2010-01-01_2011-01-01,all,-0.95,-12.36,0.68,16617891000,15323356076,-56.23,70.65,1/1/2010,1/1/2011,2011,-0.95,-12.36
442,"Greenland Periphery, West",2011-01-01_2012-01-01,all,-1.02,-13.18,0.17,16617891000,15187094916,-56.23,70.65,1/1/2011,1/1/2012,2012,-1.02,-13.18
443,"Greenland Periphery, West",2012-01-01_2013-01-01,all,-0.98,-12.54,0.94,16617891000,15050824494,-56.23,70.65,1/1/2012,1/1/2013,2013,-0.98,-12.54
444,"Greenland Periphery, West",2013-01-01_2014-01-01,all,-0.96,-12.23,0.83,16617891000,14914554073,-56.23,70.65,1/1/2013,1/1/2014,2014,-0.96,-12.23
445,"Greenland Periphery, West",2014-01-01_2015-01-01,all,-0.98,-12.29,0.92,16617891000,14778292912,-56.23,70.65,1/1/2014,1/1/2015,2015,-0.98,-12.29
446,"Greenland Periphery, West",2015-01-01_2016-01-01,all,-0.95,-11.8,0.86,16617891000,14642031752,-56.23,70.65,1/1/2015,1/1/2016,2016,-0.95,-11.8
447,"Greenland Periphery, West",2016-01-01_2017-01-01,all,-0.99,-12.25,0.98,16617891000,14505761331,-56.23,70.65,1/1/2016,1/1/2017,2017,-0.99,-12.25
448,"Greenland Periphery, West",2017-01-01_2018-01-01,all,-1.02,-12.48,0.97,16617891000,14369490909,-56.23,70.65,1/1/2017,1/1/2018,2018,-1.02,-12.48
449,"Greenland Periphery, West",2018-01-01_2019-01-01,all,-1.01,-12.26,0.63,16617891000,14233220487,-56.23,70.65,1/1/2018,1/1/2019,2019,-1.01,-12.26
450,"Greenland Periphery, West",2019-01-01_2020-01-01,all,-1.09,-13.07,0.91,16617891000,14096950066,-56.23,70.65,1/1/2019,1/1/2020,2020,-1.09,-13.07
519,"Asia, North",2000-01-01_2001-01-01,all,-0.47,-1.02,0.62,2410051000,2518900000,102.61,60.79,1/1/2000,1/1/2001,2001,-0.47,-1.02
520,"Asia, North",2001-01-01_2002-01-01,all,-0.51,-1.08,0.78,2410051000,2508500000,102.61,60.79,1/1/2001,1/1/2002,2002,-0.51,-1.08
521,"Asia, North",2002-01-01_2003-01-01,all,-0.54,-1.16,0.51,2410051000,2498150000,102.61,60.79,1/1/2002,1/1/2003,2003,-0.54,-1.16
522,"Asia, North",2003-01-01_2004-01-01,all,-0.54,-1.15,0.55,2410051000,2487800000,102.61,60.79,1/1/2003,1/1/2004,2004,-0.54,-1.15
523,"Asia, North",2004-01-01_2005-01-01,all,-0.48,-1.02,0.46,2410051000,2477400000,102.61,60.79,1/1/2004,1/1/2005,2005,-0.48,-1.02
524,"Asia, North",2005-01-01_2006-01-01,all,-0.54,-1.12,0.48,2410051000,2467050000,102.61,60.79,1/1/2005,1/1/2006,2006,-0.54,-1.12
525,"Asia, North",2006-01-01_2007-01-01,all,-0.6,-1.25,0.4,2410051000,2456700000,102.61,60.79,1/1/2006,1/1/2007,2007,-0.6,-1.25
526,"Asia, North",2007-01-01_2008-01-01,all,-0.59,-1.24,0.54,2410051000,2446300000,102.61,60.79,1/1/2007,1/1/2008,2008,-0.59,-1.24
527,"Asia, North",2008-01-01_2009-01-01,all,-0.62,-1.27,0.71,2410051000,2435950000,102.61,60.79,1/1/2008,1/1/2009,2009,-0.62,-1.27
528,"Asia, North",2009-01-01_2010-01-01,all,-0.61,-1.26,0.76,2410051000,2425600000,102.61,60.79,1/1/2009,1/1/2010,2010,-0.61,-1.26
529,"Asia, North",2010-01-01_2011-01-01,all,-0.7,-1.43,0.66,2410051000,2415250000,102.61,60.79,1/1/2010,1/1/2011,2011,-0.7,-1.43
530,"Asia, North",2011-01-01_2012-01-01,all,-0.66,-1.35,0.71,2410051000,2404900000,102.61,60.79,1/1/2011,1/1/2012,2012,-0.66,-1.35
531,"Asia, North",2012-01-01_2013-01-01,all,-0.64,-1.3,0.71,2410051000,2394500000,102.61,60.79,1/1/2012,1/1/2013,2013,-0.64,-1.3
532,"Asia, North",2013-01-01_2014-01-01,all,-0.6,-1.22,0.75,2410051000,2384150000,102.61,60.79,1/1/2013,1/1/2014,2014,-0.6,-1.22
533,"Asia, North",2014-01-01_2015-01-01,all,-0.66,-1.34,0.75,2410051000,2373800000,102.61,60.79,1/1/2014,1/1/2015,2015,-0.66,-1.34
534,"Asia, North",2015-01-01_2016-01-01,all,-0.73,-1.46,0.65,2410051000,2363400000,102.61,60.79,1/1/2015,1/1/2016,2016,-0.73,-1.46
535,"Asia, North",2016-01-01_2017-01-01,all,-0.72,-1.44,0.84,2410051000,2353050000,102.61,60.79,1/1/2016,1/1/2017,2017,-0.72,-1.44
536,"Asia, North",2017-01-01_2018-01-01,all,-0.68,-1.35,0.86,2410051000,2342700000,102.61,60.79,1/1/2017,1/1/2018,2018,-0.68,-1.35
537,"Asia, North",2018-01-01_2019-01-01,all,-0.64,-1.27,0.71,2410051000,2332350000,102.61,60.79,1/1/2018,1/1/2019,2019,-0.64,-1.27
538,"Asia, North",2019-01-01_2020-01-01,all,-0.73,-1.44,0.65,2410051000,2322000000,102.61,60.79,1/1/2019,1/1/2020,2020,-0.73,-1.44
