latitude,longitude,year,tas
-89.5,-179.5,2015,0.0853644
-89.5,-178.5,2015,0.08489588
-89.5,-177.5,2015,0.08443395
-89.5,-176.5,2015,0.083978735
-89.5,-175.5,2015,0.08353023
-89.5,-174.5,2015,0.083088525
-89.5,-173.5,2015,0.082653634
-89.5,-172.5,2015,0.08222567
-89.5,-171.5,2015,0.08180458
-89.5,-170.5,2015,0.08139044
-89.5,-169.5,2015,0.080983244
-89.5,-168.5,2015,0.08058302
-89.5,-167.5,2015,0.080189764
-89.5,-166.5,2015,0.07980345
-89.5,-165.5,2015,0.07942411
-89.5,-164.5,2015,0.079051696
-89.5,-163.5,2015,0.07868616
-89.5,-162.5,2015,0.078327484
-89.5,-161.5,2015,0.0779756
-89.5,-160.5,2015,0.07763048
-89.5,-159.5,2015,0.07729202
-89.5,-158.5,2015,0.076960176
-89.5,-157.5,2015,0.07663479
-89.5,-156.5,2015,0.07631583
-89.5,-155.5,2015,0.0760031
-89.5,-154.5,2015,0.07569651
-89.5,-153.5,2015,0.075395904
-89.5,-152.5,2015,0.07510107
-89.5,-151.5,2015,0.07481186
-89.5,-150.5,2015,0.07452805
-89.5,-149.5,2015,0.07424941
-89.5,-148.5,2015,0.07397566
-89.5,-147.5,2015,0.073706545
-89.5,-146.5,2015,0.07344172
-89.5,-145.5,2015,0.07318083
-89.5,-144.5,2015,0.072923504
-89.5,-143.5,2015,0.07266931
-89.5,-142.5,2015,0.07241781
-89.5,-141.5,2015,0.07216843
-89.5,-140.5,2015,0.07192066
-89.5,-139.5,2015,0.07167381
-89.5,-138.5,2015,0.071427256
-89.5,-137.5,2015,0.07118014
-89.5,-136.5,2015,0.070931695
-89.5,-135.5,2015,0.070680976
-89.5,-134.5,2015,0.0704269
-89.5,-133.5,2015,0.07016839
-89.5,-132.5,2015,0.069904156
-89.5,-131.5,2015,0.069632836
-89.5,-130.5,2015,0.069352895
-89.5,-129.5,2015,0.06906265
-89.5,-128.5,2015,0.06876032
-89.5,-127.5,2015,0.068443865
-89.5,-126.5,2015,0.06811107
-89.5,-125.5,2015,0.06775961
-89.5,-124.5,2015,0.067386955
-89.5,-123.5,2015,0.06699032
